"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"440163","NA","NA","NA","NA","NA","NA","NA","0"
"5281778","Hellicoside",NA,"5281778",NA,NA,NA,NA,"1"
"51291","NA","NA","NA","NA","NA","NA","NA","0"
"5360043","NA","NA","NA","NA","NA","NA","NA","0"
"15604135","NA","NA","NA","NA","NA","NA","NA","0"
"16048618","NA","NA","NA","NA","NA","NA","NA","0"
"12035","Acetylcysteine","HMDB0001890","12035","28939","C06809","784","CC(=O)N[C@@H](CS)C(O)=O","1"
"5280378","Formononetin","HMDB0005808","5280378","18088","C00858",NA,"COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O","1"
"443851","NA","NA","NA","NA","NA","NA","NA","0"
"33743","NA","NA","NA","NA","NA","NA","NA","0"
"442503","Acanthicifoline",NA,"442503",NA,NA,NA,NA,"1"
"6802","Guanosine","HMDB0000133","6802","16750","C00387","87","NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1","1"
"8800","Lymecycline","HMDB0014401","8800","59040",NA,NA,"[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C","1"
"6223","Gliotoxin","HMDB0252746","6223",NA,NA,NA,"CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3","1"
"440898","4a-Methylzymosterol-4-carboxylic acid","HMDB0006927","440898","28038","C06050",NA,"C[C@@H](CCC=C(C)C)C1CCC2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@](C)(C1CC3)C(O)=O","1"
"487","Methylmalonic acid","HMDB0000202","487","30860","C02170","3712","CC(C(O)=O)C(O)=O","1"
"112203","NA","NA","NA","NA","NA","NA","NA","0"
"656765","DCEBIO",NA,"656765",NA,NA,NA,NA,"1"
"6558","2-Methyl-1-propylamine","HMDB0034198","6558","15997","C02787",NA,"CC(C)CN","1"
"439316","Dopaquinone","HMDB0001229","439316","16852","C00822","354","N[C@@H](CC1=CC(=O)C(=O)C=C1)C(O)=O","1"
"5282054","Cerulenin","HMDB0015168","5282054","171741","C12058",NA,"CC=CCC=CCCC(=O)[C@H]1O[C@H]1C(N)=O","1"
"93341","NA","NA","NA","NA","NA","NA","NA","0"
"5280648","NA","NA","NA","NA","NA","NA","NA","0"
"5281888","NA","NA","NA","NA","NA","NA","NA","0"
"19493","NA","NA","NA","NA","NA","NA","NA","0"
"439356","NA","NA","NA","NA","NA","NA","NA","0"
"24892745","NA","NA","NA","NA","NA","NA","NA","0"
"69698","Nudifloramide","HMDB0004193","69698","27410","C05842","7025","CN1C=C(C=CC1=O)C(N)=O","1"
"439774","NA","NA","NA","NA","NA","NA","NA","0"
"13542","N-Nitrosodibutylamine","HMDB0255202","13542",NA,"C19277",NA,"CCCCN(CCCC)N=O","1"
"25447","NA","NA","NA","NA","NA","NA","NA","0"
"27476","1-Methyladenosine","HMDB0003331","27476","16020","C02494","6888","CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N","1"
"36294","Tobramycin","HMDB0014822","36294","28864","C00397",NA,"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O","1"
"94176","NA","NA","NA","NA","NA","NA","NA","0"
"76292","3-Methylguanine","HMDB0001566","76292","27564","C02230",NA,"CN1C2=C(NC=N2)C(=O)N=C1N","1"
"1662","3-Hydroxymethylglutaric acid","HMDB0000355","1662","16831","C03761","5344","CC(O)(CC(O)=O)CC(O)=O","1"
"5280598","2-trans,6-trans-Farnesal","HMDB0060356","5280598","15894","C03461",NA,"CC(C)=CCC\C(C)=C\CC\C(C)=C\C=O","1"
"5462190","1,2-Dihydroxy-3-keto-5-methylthiopentene","HMDB0012134","5462190","49252","C15606",NA,"CSCCC(=O)C(\O)=C\O","1"
"38521","Guanadrel","HMDB0014371","38521","5555","C07035",NA,"NC(N)=NCC1COC2(CCCCC2)O1","1"
"171","7-Aminomethyl-7-carbaguanine","HMDB0011690","171","45126","C16675",NA,"NCC1=CNC2=C1C(=O)NC(N)=N2","1"
"441328","NA","NA","NA","NA","NA","NA","NA","0"
"10935","Maleimide","HMDB0254312","10935","16072","C07272",NA,"OC1=NC(=O)C=C1","1"
"442632","gamma-Coniceine",NA,"442632",NA,NA,NA,NA,"1"
"441860","Helveticoside",NA,"441860",NA,NA,NA,NA,"1"
"44123380","NA","NA","NA","NA","NA","NA","NA","0"
"6088","N-Methyltryptamine","HMDB0004370","6088","28136","C06213","7057","CNCCC1=CNC2=CC=CC=C12","1"
"12491370","Ectocarpen",NA,"12491370",NA,NA,NA,NA,"1"
"453619","N-Sulfo-glucosamine",NA,"453619",NA,NA,NA,NA,"1"
"14621415","NA","NA","NA","NA","NA","NA","NA","0"
"18752","NA","NA","NA","NA","NA","NA","NA","0"
"7809","p-Xylene","HMDB0059924","7809","27417","C06756",NA,"CC1=CC=C(C)C=C1","1"
"22819","Indan-1-ol","HMDB0059601","22819","16697","C01710",NA,"OC1CCC2=CC=CC=C12","1"
"440004","N(6),N(6)-Dimethyladenosine",NA,"440004",NA,NA,NA,NA,"1"
"14210","Omethoate",NA,"14210",NA,NA,NA,NA,"1"
"15546","NA","NA","NA","NA","NA","NA","NA","0"
"62348","4-Hydroxy-3-methoxybenzenemethanol","HMDB0032012","62348","18353","C06317",NA,"COC1=C(O)C=CC(CO)=C1","1"
"440333","NA","NA","NA","NA","NA","NA","NA","0"
"5281867","Savinin",NA,"5281867",NA,NA,NA,NA,"1"
"5282109","(E)-3,7-Dimethyl-2,6-octadienyl formate",NA,"5282109","31648","C12294",NA,"CC(C)=CCC/C(C)=C/COC=O","1"
"439176","5'-Methylthioadenosine","HMDB0001173","439176","17509","C00170","3425","CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"5282156","Kaempferol 3-sophorotrioside","HMDB0032008","5282156","31744","C12635",NA,"OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O","1"
"1188","Xanthine","HMDB0000292","1188","17712","C00385","82","O=C1NC2=C(NC=N2)C(=O)N1","1"
"155942","8-Epiiridotrial glucoside",NA,"155942","2320","C11652",NA,"C1CC2C(C=O)=CO(O3O(CO)(O)(O)3O)21","1"
"440395","NA","NA","NA","NA","NA","NA","NA","0"
"46174014","NA","NA","NA","NA","NA","NA","NA","0"
"48","2-Keto-glutaramic acid","HMDB0001552","48","30882","C00940","6318","NC(=O)CCC(=O)C(O)=O","1"
"162933","(6aR,11aR)-3,9-Dihydroxypterocarpan",NA,"162933",NA,NA,NA,NA,"1"
"4784","NA","NA","NA","NA","NA","NA","NA","0"
"119521","1,1-Dichloroethylene epoxide","HMDB0060333","119521",NA,"C14857",NA,"ClC1(Cl)CO1","1"
"83833","NA","NA","NA","NA","NA","NA","NA","0"
"7653","Dibenzyl succinate",NA,"7653",NA,NA,NA,NA,"1"
"66065","NA","NA","NA","NA","NA","NA","NA","0"
"997","Phenylpyruvic acid","HMDB0000205","997","30851","C00166","328","OC(=O)C(=O)CC1=CC=CC=C1","1"
"439351","3-Dehydroquinic acid","HMDB0012710","439351","17947","C00944",NA,"O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O","1"
"12377","Dipropyl disulfide","HMDB0031472","12377","45758","C08373",NA,"CCCSSCCC","1"
"1826","5-Hydroxyindoleacetic acid","HMDB0000763","1826","27823","C05635","2975","OC(=O)CC1=CNC2=C1C=C(O)C=C2","1"
"3317081","(2R,3S)-Epoxiconazole","HMDB0242676","3317081","83758",NA,NA,"FC1=CC=C(C=C1)C1(CN2C=NC=N2)OC1C1=CC=CC=C1Cl","1"
"181804","Heterodendrin",NA,"181804",NA,NA,NA,NA,"1"
"5280647","Gossypetin",NA,"5280647","16400","C04109",NA,"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12","1"
"681","Dopamine","HMDB0000073","681","18243","C03758","64","NCCC1=CC(O)=C(O)C=C1","1"
"2486","Listomin S",NA,"2486",NA,NA,NA,NA,"1"
"5111791","NA","NA","NA","NA","NA","NA","NA","0"
"6337945","NA","NA","NA","NA","NA","NA","NA","0"
"71448932","NA","NA","NA","NA","NA","NA","NA","0"
"3347","Fenvalerate","HMDB0031791","3347","5014","C10988",NA,"CC(C)C(C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1)C1=CC=C(Cl)C=C1","1"
"439541","2-Amino-AMP",NA,"439541",NA,NA,NA,NA,"1"
"4737","Pentobarbital","HMDB0014457","4737","7983","C07422",NA,"CCCC(C)C1(CC)C(=O)NC(=O)NC1=O","1"
"439155","S-Adenosylhomocysteine","HMDB0000939","439155","16680","C00021","296","N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O","1"
"13711","Deoxycytidine","HMDB0000014","13711","15698","C00881","3367","NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1","1"
"58","2-Ketobutyric acid","HMDB0000005","58","30831","C00109",NA,"CCC(=O)C(O)=O","1"
"102336","Phenyl-beta-D-galactoside",NA,"102336",NA,NA,NA,NA,"1"
"151483","N-(2,3-Dihydroxybenzoyl)-L-serine",NA,"151483",NA,NA,NA,NA,"1"
"69520","3-Methylhistamine","HMDB0001861","69520","114444",NA,"6355","CN1C=NC=C1CCN","1"
"440051","NA","NA","NA","NA","NA","NA","NA","0"
"65086","Angustmycin C",NA,"65086",NA,NA,NA,NA,"1"
"442263","NA","NA","NA","NA","NA","NA","NA","0"
"441300","Abacavir","HMDB0015182","441300","421707","C07624",NA,"NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1","1"
"87691","NA","NA","NA","NA","NA","NA","NA","0"
"352294","NA","NA","NA","NA","NA","NA","NA","0"
"6406","Acetone cyanohydrin","HMDB0060427","6406","15348","C02659",NA,"CC(C)(O)C#N","1"
"440046","1-Pyrroline-2-carboxylic acid","HMDB0006875","440046","36761","C03564",NA,"OC(=O)C1=NCCC1","1"
"442357","Cuauhtemone",NA,"442357",NA,NA,NA,NA,"1"
"5281162","Ethyl 2Z,4E-decadienoic acid","HMDB0036599","5281162","4896","C08486",NA,"CCCCC\C=C/C=C/C(=O)OCC","1"
"442789","Furcatin",NA,"442789",NA,NA,NA,NA,"1"
"86210","NA","NA","NA","NA","NA","NA","NA","0"
"228215","NA","NA","NA","NA","NA","NA","NA","0"
"12580","4-Propylphenol","HMDB0032625","12580",NA,"C14311",NA,"CCCC1=CC=C(O)C=C1","1"
"6438394","myriocin",NA,"6438394","582124",NA,NA,"CCCCCCC(=O)CCCCCC/C=C/C(O)(O)(N)(CO)C(=O)O","1"
"2358","2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one","HMDB0034864","2358","18048","C04720",NA,"COC1=CC2=C(C=C1)N(O)C(=O)C(O)O2","1"
"25246415","NA","NA","NA","NA","NA","NA","NA","0"
"127","p-Hydroxyphenylacetic acid","HMDB0000020","127","18101","C00642","130","OC(=O)CC1=CC=C(O)C=C1","1"
"11954176","NA","NA","NA","NA","NA","NA","NA","0"
"774","Histamine","HMDB0000870","774","18295","C00388","68","NCCC1=CNC=N1","1"
"1045","Putrescine","HMDB0001414","1045","17148","C00134","3226","NCCCCN","1"
"107864","HC toxin",NA,"107864",NA,NA,NA,NA,"1"
"54675827","NA","NA","NA","NA","NA","NA","NA","0"
"1102","Spermidine","HMDB0001257","1102","16610","C00315","254","NCCCCNCCCN","1"
"5315669","NA","NA","NA","NA","NA","NA","NA","0"
"9750","Citrulline","HMDB0000904","9750","16349","C00327","16","N[C@@H](CCCNC(N)=O)C(O)=O","1"
"558","2-Oxoarginine","HMDB0004225","558","28116","C03771","7030","NC(N)=NCCCC(=O)C(O)=O","1"
"18096","NA","NA","NA","NA","NA","NA","NA","0"
"439472","NA","NA","NA","NA","NA","NA","NA","0"
"8158","Pelargonic acid","HMDB0000847","8158","29019","C01601","5810","CCCCCCCCC(O)=O","1"
"4970","Protopine","HMDB0003920","4970","16415","C05189","6988","CN1CCC2=C(C=C3OCOC3=C2)C(=O)CC2=C(C1)C1=C(OCO1)C=C2","1"
"1549095","Coniferyl alcohol","HMDB0012915","1549095","17745","C00590",NA,"COC1=C(O)C=CC(\C=C\CO)=C1","1"
"442854","Elaeocarpine",NA,"442854",NA,NA,NA,NA,"1"
"46173889","NA","NA","NA","NA","NA","NA","NA","0"
"114833","Androsterone glucuronide","HMDB0002829","114833","28832","C11135","2796","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](CC[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","1"
"439182","5'-Deoxyadenosine","HMDB0001983","439182","17319","C05198",NA,"C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12","1"
"24705","Octamethyltrisiloxane",NA,"24705",NA,NA,NA,NA,"1"
"18189","4-Acetamidobutanoic acid","HMDB0003681","18189","17645","C02946",NA,"CC(=O)NCCCC(O)=O","1"
"83852","NA","NA","NA","NA","NA","NA","NA","0"
"46878410","NA","NA","NA","NA","NA","NA","NA","0"
"24798720","NA","NA","NA","NA","NA","NA","NA","0"
"3341","Fenoldopam","HMDB0014938","3341","5002","C07693",NA,"OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12","1"
"86","3-Hydroxyanthranilic acid","HMDB0001476","86","15793","C00632","3275","NC1=C(O)C=CC=C1C(O)=O","1"
"13462","NA","NA","NA","NA","NA","NA","NA","0"
"12736","Dodecanedioic acid","HMDB0000623","12736","4676","C02678","5596","OC(=O)CCCCCCCCCCC(O)=O","1"
"65065","N-Acetyl-L-aspartic acid","HMDB0000812","65065","21547","C01042","5776","CC(=O)N[C@@H](CC(O)=O)C(O)=O","1"
"802","Indoleacetic acid","HMDB0000197","802","16411","C00954","5211","OC(=O)CC1=CNC2=C1C=CC=C2","1"
"24141","N-Nitrosoproline","HMDB0041946","24141",NA,"C19485",NA,"OC(=O)C1CCCN1N=O","1"
"166768","NA","NA","NA","NA","NA","NA","NA","0"
"16126799","NA","NA","NA","NA","NA","NA","NA","0"
"9576037","NA","NA","NA","NA","NA","NA","NA","0"
"442799","NA","NA","NA","NA","NA","NA","NA","0"
"5281601","Apigenin 7,4'-dimethyl ether","HMDB0132454","5281601","2769","C10019",NA,"COC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(OC)C=C2O1","1"
"440020","NA","NA","NA","NA","NA","NA","NA","0"
"71","Oxoadipic acid","HMDB0000225","71","15753","C00322","5234","OC(=O)CCCC(=O)C(O)=O","1"
"46173868","Indole-3-acetaldoxime N-oxide",NA,"46173868",NA,NA,NA,NA,"1"
"780","Homogentisic acid","HMDB0000130","780","44747","C00544","331","OC(=O)CC1=C(O)C=CC(O)=C1","1"
"5910","Pilocarpine","HMDB0015217","5910","8207","C07474",NA,"CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O","1"
"188803","N-Acetylaspartylglutamic acid","HMDB0001067","188803","73688","C12270",NA,"CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O","1"
"73413","NA","NA","NA","NA","NA","NA","NA","0"
"6991994","NA","NA","NA","NA","NA","NA","NA","0"
"979","4-Hydroxyphenylpyruvic acid","HMDB0000707","979","15999","C01179","5675","OC(=O)C(=O)CC1=CC=C(O)C=C1","1"
"198695","NA","NA","NA","NA","NA","NA","NA","0"
"23724749","N(6)-(Dimethylallyl)adenosine 5'-diphosphate",NA,"23724749",NA,NA,NA,NA,"1"
"11948668","NA","NA","NA","NA","NA","NA","NA","0"
"135313","alpha-Guanidinoglutaric acid","HMDB0341287","135313",NA,NA,NA,"NC(=N)NC(CCC(O)=O)C(O)=O","1"
"3082376","Tauropine",NA,"3082376",NA,NA,NA,NA,"1"
"150946","3-Methyleneoxindole",NA,"150946",NA,NA,NA,NA,"1"
"19734156","NA","NA","NA","NA","NA","NA","NA","0"
"1673","3-Methyladenine","HMDB0011600","1673","38635","C00913",NA,"CN1C=NC(N)=C2N=CN=C12","1"
"128888","N(6)-Acetyl-N(6)-hydroxy-lysine",NA,"128888",NA,NA,NA,NA,"1"
"19034555","NA","NA","NA","NA","NA","NA","NA","0"
"3342","Fenoprofen","HMDB0014713","3342","5004","C06997",NA,"CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1","1"
"5280666","Chrysoeriol","HMDB0030667","5280666","16514","C04293",NA,"COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1","1"
"5280462","(6S,9R)-Vomifoliol",NA,"5280462",NA,NA,NA,NA,"1"
"10753985","NA","NA","NA","NA","NA","NA","NA","0"
"35717","NA","NA","NA","NA","NA","NA","NA","0"
"5936","Isoflurophate","HMDB0014815","5936","17941","C00202",NA,"CC(C)OP(F)(=O)OC(C)C","1"
"27689","NA","NA","NA","NA","NA","NA","NA","0"
"7405","Pyroglutamic acid","HMDB0000267","7405","18183","C01879","3251","OC(=O)[C@@H]1CCC(=O)N1","1"
"15459","Metaxalone","HMDB0014798","15459","711679","C07934",NA,"CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1","1"
"5281776","Grandidentatin",NA,"5281776",NA,NA,NA,NA,"1"
"936","Niacinamide","HMDB0001406","936","17154","C00153","1497","NC(=O)C1=CC=CN=C1","1"
"3794534","NA","NA","NA","NA","NA","NA","NA","0"
"5378303","NA","NA","NA","NA","NA","NA","NA","0"
"5280933","gamma-Linolenic acid","HMDB0003073","5280933","28661","C06426","386","CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"5281293","Cephalocerone",NA,"5281293","1749","C08722",NA,"O=C1/C(=C/c2ccccc2)Oc2cc(O)c3c(c21)OCO3","1"
"442611","NA","NA","NA","NA","NA","NA","NA","0"
"8461","2,4-Dinitrotoluene","HMDB0245464","8461","920","C11006",NA,"CC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O","1"
"444539","trans-Cinnamic acid","HMDB0000930","444539","35697","C10438","5880","OC(=O)\C=C\C1=CC=CC=C1","1"
"10250","Lumazine","HMDB0254198","10250","16489","C03212",NA,"O=C1NC(=O)C2=NC=CNC2=N1","1"
"443080","NA","NA","NA","NA","NA","NA","NA","0"
"10313378","NA","NA","NA","NA","NA","NA","NA","0"
"235905","Allylestrenol","HMDB0015500","235905",NA,"C12811",NA,"[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]","1"
"65040","5-Methylcytosine","HMDB0002894","65040","27551","C02376","3247","CC1=C(N)NC(=O)N=C1","1"
"15096","NA","NA","NA","NA","NA","NA","NA","0"
"8530","Naphthoquinone",NA,"8530",NA,NA,NA,NA,"1"
"123985","E64",NA,"123985",NA,NA,NA,NA,"1"
"1131","Thiamine monophosphate","HMDB0002666","1131","9533","C01081","3488","CC1=C(CCOP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N","1"
"440055","NA","NA","NA","NA","NA","NA","NA","0"
"1493","2,4-Dinitrophenol","HMDB0245462","1493","42017","C02496",NA,"OC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O","1"
"54683777","NA","NA","NA","NA","NA","NA","NA","0"
"100275","Cibarian",NA,"100275",NA,NA,NA,NA,"1"
"5202","Serotonin","HMDB0000259","5202","28790","C00780","74","NCCC1=CNC2=C1C=C(O)C=C2","1"
"60961","Adenosine","HMDB0000050","60961","16335","C00212","86","NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1","1"
"63224","Febrifugine",NA,"63224",NA,NA,NA,NA,"1"
"13712","Deoxyuridine","HMDB0000012","13712","16450","C00526","5086","OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O","1"
"5281524","Laserpitin",NA,"5281524",NA,NA,NA,NA,"1"
"1021","Porphobilinogen","HMDB0000245","1021","17381","C00931","76","NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1","1"
"31477","Metipranolol","HMDB0015345","31477","6897","C07915",NA,"CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1","1"
"439790","N-methyl hexanamide",NA,"439790","15860","C02722",NA,"CCCCCC(=O)NC","1"
"5960","L-Aspartic acid","HMDB0000191","5960","17053","C00049","5206","N[C@@H](CC(O)=O)C(O)=O","1"
"122087","NA","NA","NA","NA","NA","NA","NA","0"
"2236","Aristolochic acid","HMDB0248598","2236","2825","C08469",NA,"COC1=CC=CC2=C3C4=C(OCO4)C=C(C(O)=O)C3=C(C=C12)N(=O)=O","1"
"594","DL-Cysteine","HMDB0251515","594","15356","C00736",NA,"NC(CS)C(O)=O","1"
"445027","Dethiobiotin","HMDB0003581","445027","42280","C01909","3351","C[C@@H]1NC(=O)N[C@@H]1CCCCCC(O)=O","1"
"1123","Taurine","HMDB0000251","1123","15891","C00245","31","NCCS(O)(=O)=O","1"
"151244","alpha-Fluoro-beta-ureidopropionic acid","HMDB0060435","151244","80625","C16631",NA,"OC(=N)NCC(F)C(O)=O","1"
"81437","3-Methoxybenzyl alcohol",NA,"81437",NA,NA,NA,NA,"1"
"73000","Pterin","HMDB0000802","73000","18265","C00715","5766","NC1=NC2=NC=CN=C2C(=O)N1","1"
"443231","2-Oxopropyl-CoM",NA,"443231",NA,NA,NA,NA,"1"
"1786","WIN VI",NA,"1786",NA,NA,NA,NA,"1"
"447083","NA","NA","NA","NA","NA","NA","NA","0"
"4195","Midodrine","HMDB0014356","4195","6933","C07890",NA,"COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1","1"
"4076","NA","NA","NA","NA","NA","NA","NA","0"
"441155","NA","NA","NA","NA","NA","NA","NA","0"
"11132470","NA","NA","NA","NA","NA","NA","NA","0"
"439780","NA","NA","NA","NA","NA","NA","NA","0"
"1145","Trimethylamine N-oxide","HMDB0000925","1145","15724","C01104","5876","C[N+](C)(C)[O-]","1"
"61899","NA","NA","NA","NA","NA","NA","NA","0"
"10522005","NA","NA","NA","NA","NA","NA","NA","0"
"10559369","O-Acetyltropine",NA,"10559369",NA,NA,NA,NA,"1"
"439338","NA","NA","NA","NA","NA","NA","NA","0"
"7127","Methyleugenol","HMDB0031864","7127","4918","C10454",NA,"COC1=C(OC)C=C(CC=C)C=C1","1"
"6175","Cytidine","HMDB0000089","6175","17562","C00475","3376","NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","1"
"3042313","NA","NA","NA","NA","NA","NA","NA","0"
"93072","Ureidosuccinic acid","HMDB0000828","93072","15859","C00438","5791","NC(=O)N[C@@H](CC(O)=O)C(O)=O","1"
"5479537","Cefepime","HMDB0015483","5479537","478164","C08111",NA,"CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1","1"
"23663972","NA","NA","NA","NA","NA","NA","NA","0"
"445395","FMNH2","HMDB0001142","445395","16048","C01847","6034","CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=C(N2)C(=O)NC(=O)N1","1"
"161166","Kynurenine","HMDB0000684","161166","16946","C00328","72","N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O","1"
"54726727","NA","NA","NA","NA","NA","NA","NA","0"
"192833","NA","NA","NA","NA","NA","NA","NA","0"
"117","NA","NA","NA","NA","NA","NA","NA","0"
"21872870","NA","NA","NA","NA","NA","NA","NA","0"
"7408","1-Phenylethylamine","HMDB0002017","7408","670","C02455","3246","CC(N)C1=CC=CC=C1","1"
"84298","Asperuloside",NA,"84298",NA,NA,NA,NA,"1"
"441744","Lindheimerine",NA,"441744",NA,NA,NA,NA,"1"
"5280443","Apigenin","HMDB0002124","5280443","18388","C01477","3397","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1","1"
"439788","NA","NA","NA","NA","NA","NA","NA","0"
"65958","Balofloxacin","HMDB0248853","65958",NA,NA,NA,"CNC1CCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O","1"
"9570206","NA","NA","NA","NA","NA","NA","NA","0"
"6211","Barbituric acid","HMDB0041833","6211","16294","C00813",NA,"OC1=NC(=O)N=C(O)C1","1"
"6163","Diethyl sulfate","HMDB0251240","6163",NA,"C14706",NA,"CCOS(=O)(=O)OCC","1"
"93225","NA","NA","NA","NA","NA","NA","NA","0"
"4583","Ofloxacin","HMDB0015296","4583","7731","C07321",NA,"CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1","1"
"4845","Pirbuterol","HMDB0015407","4845","724172","C07807",NA,"CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1","1"
"4735","Pentamidine","HMDB0014876","4735","45081","C07420",NA,"NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1","1"
"10666","Ricinine","HMDB0042006","10666","18043","C01526",NA,"COC1=C(C#N)C(=O)N(C)C=C1","1"
"25137931","Dehypoxanthine futalosine",NA,"25137931",NA,"C17010",NA,NA,"1"
"5280372","Coniferin","HMDB0013682","5280372","16220","C00761",NA,"COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=CC(\C=C\CO)=C1","1"
"5280719","15-Keto-prostaglandin E2","HMDB0003175","5280719","15547","C04707","2309","CCCCCC(=O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"440784","Urobilinogen","HMDB0004158","440784","4260","C05791","7021","CCC1=C(C)C(=O)NC1CC1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(CC3NC(=O)C(C=C)=C3C)N2)N1","1"
"129803","4alpha-hydroxy-tetrahydrobiopterin","HMDB0304198","129803","15374",NA,NA,"CC(O)C(O)C1CNC2=NC(N)=NC(=O)C2(O)N1","1"
"107849","NA","NA","NA","NA","NA","NA","NA","0"
"5282108","alpha-Ionone","HMDB0059883","5282108","32319","C12286",NA,"CC(=O)\C=C\C1C(C)=CCCC1(C)C","1"
"439605","Lysinamide",NA,"439605",NA,NA,NA,NA,"1"
"3100","Diphenhydramine","HMDB0001927","3100","4636","C06960","2312","CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1","1"
"442180","Berberastine",NA,"442180",NA,NA,NA,NA,"1"
"6914273","Dantrolene","HMDB0015350","6914273","4317","C06939",NA,"[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O","1"
"4033","Mechlorethamine","HMDB0015025","4033","28925","C07115",NA,"CN(CCCl)CCCl","1"
"126041","NA","NA","NA","NA","NA","NA","NA","0"
"656816","C16 Sphinganine",NA,"656816","71050","C13915",NA,"CCCCCCCCCCCCC(O)(N)CO","1"
